	type	location	distracted	time
22850	Parked Car	Mid-Block	no	13.88
22851	Left Turn	At Intersection	no	13.98
22852	Angles	At Intersection	no	16.97
22853	Sideswipe	Mid-Block	no	17.1
22854	Parked Car	Mid-Block	no	17.52
22855	Parked Car	Mid-Block	no	17.58
22856	Head On	Mid-Block	no	18.12
22857	Sideswipe	Mid-Block	no	18.13
22858	Rear Ended	Mid-Block	no	19.12
22859	Rear Ended	Mid-Block	no	22.33
22860	Left Turn	At Intersection	no	22.7
22861	Parked Car	Mid-Block	no	23.0
22862	Parked Car	Mid-Block	no	23.27
22863	Parked Car	Mid-Block	no	23.92
22864	Parked Car	Mid-Block	no	0.32
22865	Pedestrian	At Intersection	no	0.82
22866	Left Turn	At Intersection	no	2.17
22867	Rear Ended	Mid-Block	no	2.25
22868	Sideswipe	Mid-Block	no	2.37
22869	Parked Car	Mid-Block	no	4.47
22870	Angles	At Intersection	no	7.07
22871	Parked Car	Mid-Block	no	7.5
22872	Angles	At Intersection	no	12.38
22873	Rear Ended	Mid-Block	yes	12.92
22874	Rear Ended	Mid-Block	no	14.5
22875	Parked Car	Mid-Block	no	16.0
22876	Parked Car	Mid-Block	no	18.77
22877	Parked Car	Mid-Block	no	22.5
22878	Parked Car	Mid-Block	no	23.05
22879	Parked Car	Mid-Block	no	23.53
22880	Parked Car	Mid-Block	no	8.0
22881	Parked Car	Mid-Block	no	8.33
22882	Cycles	Mid-Block	no	9.33
22883	Rear Ended	Mid-Block	no	9.97
22884	Left Turn	At Intersection	no	13.5
22885	Angles	Mid-Block	no	14.4
22886	Pedestrian	At Intersection	no	14.83
22887	Rear Ended	Mid-Block	no	14.83
22888	Angles	At Intersection	no	15.65
22889	Angles	Mid-Block	no	16.33
22890	Rear Ended	Mid-Block	no	16.57
22891	Angles	At Intersection	no	17.42
22892	Rear Ended	Mid-Block	no	18.57
22893	Rear Ended	Mid-Block	no	18.63
22894	Rear Ended	Mid-Block	yes	21.13
22895	Parked Car	Mid-Block	no	0.13
22896	Parked Car	Mid-Block	no	2.7
22897	Parked Car	Mid-Block	no	5.75
22898	Parked Car	Driveway Junction	no	9.0
22899	Left Turn	At Intersection	no	9.22
22900	Angles	At Intersection	no	9.53
22901	Sideswipe	Mid-Block	no	11.37
22902	Parked Car	Mid-Block	no	11.5
22903	Right Turn	At Intersection	no	12.65
22904	Angles	At Intersection	no	12.8
22905	Cycles	Mid-Block	no	15.55
22906	Angles	At Intersection	no	16.22
22907	Parked Car	Mid-Block	no	16.45
22908	Parked Car	Mid-Block	no	17.0
22909	Parked Car	Mid-Block	no	17.02
22910	Sideswipe	Mid-Block	no	17.42
22911	Angles	At Intersection	no	17.5
22912	Angles	At Intersection	no	17.83
22913	Parked Car	Mid-Block	no	18.12
22914	Cycles	At Intersection	no	18.2
22915	Cycles	At Intersection	no	18.33
22916	Angles	At Intersection	no	20.13
22917	Parked Car	Mid-Block	no	20.5
22918	Parked Car	Mid-Block	no	21.0
22919	Parked Car	Mid-Block	no	21.17
22920	Parked Car	Mid-Block	no	22.03
22921	Parked Car	Mid-Block	no	22.95
22922	Parked Car	Mid-Block	no	23.07
22923	Angles	At Intersection	no	7.0
22924	Angles	At Intersection	no	7.6
22925	Angles	At Intersection	no	7.95
22926	Rear Ended	Mid-Block	no	8.17
22927	Sideswipe	Mid-Block	yes	8.42
22928	Angles	At Intersection	no	8.78
22929	Rear Ended	At Intersection	yes	9.0
22930	Angles	At Intersection	no	9.7
22931	Sideswipe	Mid-Block	no	9.73
22932	Rear Ended	Mid-Block	no	10.52
22933	Angles	At Intersection	no	11.18
22934	Parked Car	Mid-Block	no	11.33
22935	Parked Car	Mid-Block	no	11.88
22936	Parked Car	Mid-Block	no	12.08
22937	Angles	At Intersection	no	12.1
22938	Angles	At Intersection	no	12.17
22939	Sideswipe	At Intersection	no	12.17
22940	Sideswipe	Mid-Block	no	12.38
22941	Sideswipe	At Intersection	no	12.45
22942	Cycles	At Intersection	no	12.53
22943	Angles	At Intersection	no	13.77
22944	Left Turn	At Intersection	no	14.52
22945	Rear Ended	Mid-Block	no	14.9
22946	Left Turn	At Intersection	no	14.97
22947	Sideswipe	Mid-Block	no	16.3
22948	Rear Ended	Mid-Block	no	16.5
22949	Parked Car	Mid-Block	no	17.12
22950	Right Turn	At Intersection	no	17.33
22951	Rear Ended	Mid-Block	no	17.8
22952	Parked Car	Mid-Block	no	18.17
22953	Parked Car	Mid-Block	no	19.45
22954	Angles	At Intersection	no	20.5
22955	Rear Ended	Mid-Block	no	20.83
22956	Angles	At Intersection	no	21.7
22957	Rear Ended	Mid-Block	no	22.28
22958	Angles	At Intersection	no	22.58
22959	Angles	At Intersection	no	23.85
22960	Angles	Mid-Block	no	0.35
22961	Angles	At Intersection	no	0.48
22962	Sideswipe	Mid-Block	no	0.83
22963	Head On	Mid-Block	no	1.23
22964	Parked Car	Mid-Block	no	1.5
22965	Pedestrian	Mid-Block	no	1.93
22966	Parked Car	At Intersection	no	2.0
22967	Parked Car	Mid-Block	no	7.0
22968	Angles	At Intersection	no	10.98
22969	Rear Ended	Mid-Block	no	11.03
22970	Angles	At Intersection	no	12.27
22971	Rear Ended	Mid-Block	no	12.52
22972	Parked Car	Mid-Block	no	12.78
22973	Left Turn	At Intersection	no	13.0
22974	Parked Car	Mid-Block	no	14.25
22975	Angles	At Intersection	no	15.95
22976	Rear Ended	Mid-Block	yes	16.17
22977	Rear Ended	Mid-Block	yes	17.0
22978	Rear Ended	At Intersection	no	17.0
22979	Parked Car	Mid-Block	no	17.0
22980	Parked Car	Mid-Block	no	17.97
22981	Parked Car	Mid-Block	no	18.38
22982	Cycles	At Intersection	no	18.92
22983	Parked Car	Mid-Block	no	18.92
22984	Rear Ended	Mid-Block	no	19.2
22985	Angles	At Intersection	no	20.48
22986	Sideswipe	At Intersection	no	1.57
22987	Rear Ended	Mid-Block	no	1.75
22988	Left Turn	At Intersection	no	2.02
22989	Parked Car	Mid-Block	no	2.38
22990	Parked Car	Mid-Block	no	11.58
22991	Rear Ended	Mid-Block	yes	12.67
22992	Left Turn	At Intersection	no	13.47
22993	Angles	At Intersection	no	15.0
22994	Rear Ended	Mid-Block	no	16.43
22995	Left Turn	At Intersection	no	16.95
22996	Parked Car	Mid-Block	yes	17.28
22997	Parked Car	Driveway Junction	no	18.28
22998	Sideswipe	At Intersection	no	18.58
22999	Rear Ended	Mid-Block	no	19.8
23000	Left Turn	At Intersection	no	20.1
23001	Parked Car	Mid-Block	no	22.92
23002	Parked Car	Mid-Block	no	0.02
23003	Parked Car	At Intersection	no	8.05
23004	Angles	At Intersection	no	8.2
23005	Sideswipe	Mid-Block	no	9.62
23006	Cycles	Mid-Block	yes	10.0
23007	Parked Car	Mid-Block	no	10.0
23008	Angles	At Intersection	no	11.48
23009	Parked Car	Mid-Block	no	11.72
23010	Angles	Mid-Block	no	11.85
23011	Angles	At Intersection	no	14.15
23012	Parked Car	Mid-Block	no	14.23
23013	Angles	At Intersection	no	14.43
23014	Pedestrian	At Intersection	yes	15.2
23015	Rear Ended	Mid-Block	no	16.05
23016	Parked Car	At Intersection	no	16.72
23017	Angles	At Intersection	no	17.0
23018	Pedestrian	Mid-Block	no	18.87
23019	Rear Ended	Mid-Block	yes	19.2
23020	Sideswipe	Mid-Block	no	19.82
23021	Angles	At Intersection	no	20.18
23022	Angles	At Intersection	no	20.4
23023	Left Turn	At Intersection	no	20.7
23024	Left Turn	At Intersection	no	21.7
23025	Parked Car	Mid-Block	no	3.0
23026	Parked Car	Mid-Block	no	5.57
23027	Angles	At Intersection	no	5.67
23028	Angles	At Intersection	no	7.85
23029	Left Turn	At Intersection	no	9.13
23030	Sideswipe	Mid-Block	no	9.47
23031	Angles	At Intersection	no	9.75
23032	Angles	At Intersection	no	10.68
23033	Sideswipe	Mid-Block	no	11.28
23034	Angles	At Intersection	no	13.32
23035	Rear Ended	Mid-Block	no	13.35
23036	Rear Ended	Mid-Block	yes	13.58
23037	Sideswipe	Mid-Block	no	13.58
23038	Pedestrian	At Intersection	no	14.1
23039	Parked Car	Mid-Block	no	14.15
23040	Rear Ended	Mid-Block	no	15.18
23041	Angles	At Intersection	no	15.22
23042	Parked Car	Mid-Block	no	15.25
23043	Parked Car	Mid-Block	no	16.0
23044	Rear Ended	Mid-Block	no	16.4
23045	Pedestrian	Driveway Junction	no	16.77
23046	Rear Ended	Mid-Block	no	16.9
23047	Angles	At Intersection	no	17.6
23048	Left Turn	At Intersection	no	17.75
23049	Rear Ended	At Intersection	no	17.98
23050	Rear Ended	Mid-Block	no	19.3
23051	Pedestrian	At Intersection	no	20.0
23052	Parked Car	Mid-Block	no	20.72
23053	Head On	Mid-Block	no	21.35
23054	Angles	At Intersection	no	21.47
23055	Parked Car	Mid-Block	no	23.33
23056	Rear Ended	Mid-Block	yes	2.17
23057	Angles	At Intersection	no	4.27
23058	Angles	At Intersection	no	7.17
23059	Rear Ended	Mid-Block	yes	7.5
23060	Left Turn	At Intersection	no	8.1
23061	Angles	At Intersection	no	8.5
23062	Angles	At Intersection	no	8.67
23063	Parked Car	Mid-Block	no	10.0
23064	Parked Car	Mid-Block	no	11.23
23065	Angles	Mid-Block	no	12.58
23066	Rear Ended	Mid-Block	no	14.32
23067	Parked Car	Mid-Block	no	14.35
23068	Sideswipe	Mid-Block	no	14.75
23069	Rear Ended	Mid-Block	yes	16.55
23070	Angles	At Intersection	no	16.98
23071	Pedestrian	At Intersection	no	17.07
23072	Angles	At Intersection	no	17.25
23073	Pedestrian	Mid-Block	no	17.77
23074	Angles	At Intersection	no	0.17
23075	Cycles	Mid-Block	yes	7.83
23076	Parked Car	Mid-Block	no	8.32
23077	Angles	At Intersection	no	8.93
23078	Cycles	At Intersection	no	9.73
23079	Angles	At Intersection	no	9.83
23080	Parked Car	Mid-Block	no	10.25
23081	Parked Car	Mid-Block	no	10.95
23082	Parked Car	Mid-Block	no	12.0
23083	Angles	At Intersection	no	12.17
23084	Sideswipe	Mid-Block	yes	12.65
23085	Parked Car	Mid-Block	no	13.0
23086	Sideswipe	Mid-Block	yes	13.18
23087	Angles	At Intersection	no	14.55
23088	Sideswipe	Mid-Block	no	14.6
23089	Parked Car	Mid-Block	yes	14.92
23090	Sideswipe	Mid-Block	no	15.17
23091	Parked Car	Mid-Block	no	15.3
23092	Parked Car	Mid-Block	no	17.0
23093	Sideswipe	Mid-Block	no	17.0
23094	Left Turn	At Intersection	no	18.0
23095	Pedestrian	At Intersection	no	18.03
23096	Parked Car	Mid-Block	no	20.0
23097	Parked Car	Mid-Block	no	20.85
23098	Rear Ended	Mid-Block	no	21.85
23099	Left Turn	At Intersection	no	5.9
23100	Parked Car	Driveway Junction	yes	7.18
23101	Parked Car	Mid-Block	yes	7.58
23102	Rear Ended	Mid-Block	no	7.75
23103	Rear Ended	Mid-Block	yes	7.83
23104	Rear Ended	Mid-Block	yes	8.48
23105	Angles	Mid-Block	no	8.67
23106	Pedestrian	At Intersection	no	8.98
23107	Pedestrian	Mid-Block	no	11.07
23108	Angles	Mid-Block	no	13.68
23109	Angles	At Intersection	no	13.72
23110	Rear Ended	Mid-Block	yes	14.22
23111	Parked Car	Mid-Block	no	14.73
23112	Sideswipe	Mid-Block	no	14.87
23113	Angles	Mid-Block	no	15.25
23114	Left Turn	At Intersection	no	15.58
23115	Rear Ended	Mid-Block	no	15.88
23116	Rear Ended	At Intersection	no	16.25
23117	Parked Car	Mid-Block	no	17.35
23118	Parked Car	Mid-Block	no	17.77
23119	Pedestrian	At Intersection	no	18.05
23120	Rear Ended	Mid-Block	no	18.1
23121	Parked Car	Mid-Block	no	19.0
23122	Parked Car	Mid-Block	no	19.32
23123	Sideswipe	Mid-Block	no	19.32
23124	Left Turn	At Intersection	no	20.47
23125	Pedestrian	Mid-Block	no	21.03
23126	Sideswipe	Mid-Block	yes	21.52
23127	Parked Car	Mid-Block	no	22.25
23128	Angles	At Intersection	no	23.0
23129	Rear Ended	Mid-Block	no	23.13
23130	Left Turn	At Intersection	no	23.75
23131	Rear Ended	At Intersection	no	1.2
23132	Rear Ended	Mid-Block	yes	1.5
23133	Angles	At Intersection	no	8.0
23134	Parked Car	Mid-Block	no	8.5
23135	Parked Car	Mid-Block	no	9.62
23136	Rear Ended	Mid-Block	yes	11.35
23137	Angles	At Intersection	no	11.42
23138	Angles	At Intersection	no	12.35
23139	Rear Ended	Mid-Block	yes	12.6
23140	Rear Ended	Mid-Block	no	12.83
23141	Rear Ended	Mid-Block	no	12.88
23142	Rear Ended	Mid-Block	yes	13.25
23143	Angles	At Intersection	no	13.42
23144	Parked Car	Mid-Block	no	14.48
23145	Angles	At Intersection	no	15.23
23146	Angles	At Intersection	no	16.02
23147	Rear Ended	Mid-Block	no	16.17
23148	Sideswipe	Mid-Block	no	16.23
23149	Angles	At Intersection	no	16.33
23150	Left Turn	At Intersection	yes	20.85
23151	Left Turn	At Intersection	no	21.15
23152	Angles	At Intersection	no	0.65
23153	Parked Car	Mid-Block	no	1.5
23154	Left Turn	At Intersection	no	2.48
23155	Left Turn	At Intersection	no	2.98
23156	Parked Car	Mid-Block	no	3.08
23157	Parked Car	Mid-Block	no	3.9
23158	Pedestrian	Mid-Block	no	7.75
23159	Angles	At Intersection	no	9.33
23160	Rear Ended	Mid-Block	no	11.07
23161	Parked Car	Mid-Block	no	12.23
23162	Parked Car	Mid-Block	no	13.37
23163	Head On	Mid-Block	no	13.48
23164	Parked Car	Mid-Block	no	14.78
23165	Rear Ended	At Intersection	no	14.78
23166	Parked Car	Mid-Block	no	15.0
23167	Angles	At Intersection	no	16.08
23168	Sideswipe	Mid-Block	no	19.27
23169	Angles	At Intersection	yes	20.55
23170	Angles	At Intersection	no	20.82
23171	Parked Car	Mid-Block	no	21.93
23172	Cycles	At Intersection	no	22.47
23173	Parked Car	Mid-Block	no	0.02
23174	Rear Ended	Mid-Block	no	1.13
23175	Parked Car	Mid-Block	yes	7.55
23176	Sideswipe	At Intersection	no	7.58
23177	Head On	At Intersection	yes	9.17
23178	Rear Ended	At Intersection	yes	9.32
23179	Sideswipe	Mid-Block	no	9.35
23180	Sideswipe	Mid-Block	yes	9.83
23181	Parked Car	Mid-Block	no	10.22
23182	Parked Car	Mid-Block	no	10.25
23183	Rear Ended	Mid-Block	no	10.5
23184	Angles	At Intersection	no	11.83
23185	Parked Car	Mid-Block	yes	12.1
23186	Sideswipe	Mid-Block	no	13.13
23187	Parked Car	Mid-Block	no	14.0
23188	Angles	At Intersection	no	14.97
23189	Rear Ended	Mid-Block	yes	15.65
23190	Parked Car	Mid-Block	no	16.27
23191	Left Turn	At Intersection	no	16.93
23192	Sideswipe	At Intersection	no	17.13
23193	Rear Ended	Mid-Block	no	17.42
23194	Angles	At Intersection	no	18.38
23195	Cycles	At Intersection	no	18.63
23196	Parked Car	Mid-Block	no	20.25
23197	Rear Ended	Mid-Block	no	20.67
23198	Angles	At Intersection	no	20.93
23199	Pedestrian	Mid-Block	no	3.53
23200	Parked Car	Mid-Block	no	4.5
23201	Angles	At Intersection	no	5.33
23202	Sideswipe	Mid-Block	no	6.75
23203	Rear Ended	Mid-Block	yes	7.42
23204	Left Turn	At Intersection	no	7.5
23205	Left Turn	At Intersection	no	8.83
23206	Angles	At Intersection	no	10.1
23207	Parked Car	Mid-Block	no	10.6
23208	Parked Car	Mid-Block	no	11.0
23209	Left Turn	At Intersection	no	11.07
23210	Parked Car	Mid-Block	no	11.5
23211	Pedestrian	Mid-Block	no	11.63
23212	Rear Ended	Mid-Block	no	12.02
23213	Angles	At Intersection	no	13.6
23214	Parked Car	Mid-Block	no	14.0
23215	Parked Car	Mid-Block	no	14.08
23216	Rear Ended	Mid-Block	no	14.5
23217	Sideswipe	Mid-Block	no	15.67
23218	Sideswipe	Mid-Block	no	15.72
23219	Parked Car	Mid-Block	no	16.75
23220	Angles	At Intersection	no	17.15
23221	Rear Ended	Mid-Block	yes	17.38
23222	Left Turn	At Intersection	no	18.17
23223	Angles	At Intersection	no	19.63
23224	Rear Ended	Mid-Block	no	20.27
23225	Angles	At Intersection	no	20.77
23226	Pedestrian	Mid-Block	no	21.15
23227	Pedestrian	At Intersection	no	23.18
23228	Parked Car	Mid-Block	no	0.5
23229	Parked Car	Mid-Block	no	2.0
23230	Rear Ended	Mid-Block	yes	6.37
23231	Left Turn	At Intersection	no	6.98
23232	Sideswipe	Mid-Block	no	7.75
23233	Rear Ended	Mid-Block	yes	9.0
23234	Parked Car	Mid-Block	yes	11.37
23235	Rear Ended	At Intersection	no	11.73
23236	Sideswipe	Mid-Block	no	12.02
23237	Rear Ended	Mid-Block	no	13.17
23238	Parked Car	Mid-Block	no	13.42
23239	Parked Car	Driveway Junction	no	14.35
23240	Rear Ended	Mid-Block	no	15.42
23241	Angles	Mid-Block	no	15.5
23242	Parked Car	Mid-Block	no	16.25
23243	Parked Car	Mid-Block	no	18.0
23244	Parked Car	Mid-Block	no	18.23
23245	Sideswipe	Mid-Block	no	19.5
23246	Rear Ended	Mid-Block	no	19.6
23247	Sideswipe	Mid-Block	yes	20.0
23248	Parked Car	Mid-Block	no	23.25
23249	Parked Car	Mid-Block	no	23.52
23250	Angles	At Intersection	no	7.45
23251	Angles	At Intersection	no	7.87
23252	Left Turn	At Intersection	no	8.5
23253	Sideswipe	Driveway Junction	no	8.72
23254	Parked Car	Mid-Block	no	8.75
23255	Rear Ended	Mid-Block	no	10.07
23256	Angles	At Intersection	no	10.18
23257	Parked Car	Mid-Block	no	10.83
23258	Rear Ended	At Intersection	no	12.0
23259	Parked Car	Mid-Block	no	12.08
23260	Sideswipe	Mid-Block	no	12.87
23261	Angles	At Intersection	no	13.48
23262	Parked Car	Mid-Block	no	15.0
23263	Parked Car	Mid-Block	no	15.1
23264	Left Turn	At Intersection	no	16.57
23265	Angles	At Intersection	no	16.73
23266	Left Turn	At Intersection	no	17.43
23267	Angles	At Intersection	yes	18.55
23268	Angles	At Intersection	no	23.55
23269	Angles	At Intersection	no	0.58
23270	Parked Car	Mid-Block	no	1.0
23271	Pedestrian	At Intersection	no	1.38
23272	Parked Car	Mid-Block	no	2.18
23273	Parked Car	Mid-Block	no	4.83
23274	Sideswipe	Mid-Block	no	8.93
23275	Sideswipe	At Intersection	yes	8.98
23276	Parked Car	Mid-Block	no	9.0
23277	Rear Ended	Mid-Block	yes	10.78
23278	Rear Ended	Mid-Block	no	11.35
23279	Left Turn	At Intersection	no	12.17
23280	Angles	Mid-Block	no	12.62
23281	Sideswipe	Mid-Block	no	13.07
23282	Angles	At Intersection	no	14.93
23283	Pedestrian	At Intersection	no	15.27
23284	Sideswipe	Mid-Block	no	15.58
23285	Pedestrian	At Intersection	no	15.75
23286	Parked Car	Mid-Block	no	15.75
23287	Rear Ended	Mid-Block	no	16.83
23288	Parked Car	Mid-Block	no	17.07
23289	Rear Ended	Mid-Block	no	17.4
23290	Pedestrian	Mid-Block	no	18.17
23291	Parked Car	Mid-Block	no	18.23
23292	Sideswipe	At Intersection	no	20.18
23293	Left Turn	At Intersection	no	20.93
23294	Right Turn	At Intersection	no	21.98
23295	Parked Car	Mid-Block	no	22.43
23296	Rear Ended	Mid-Block	yes	22.97
23297	Parked Car	Mid-Block	no	23.17
23298	Angles	At Intersection	no	0.53
23299	Sideswipe	Mid-Block	no	0.58
23300	Angles	At Intersection	no	1.42
23301	Parked Car	Mid-Block	no	1.7
23302	Parked Car	Mid-Block	no	2.02
23303	Pedestrian	Mid-Block	no	2.27
23304	Parked Car	Mid-Block	no	2.4
23305	Parked Car	Mid-Block	yes	3.67
23306	Parked Car	Mid-Block	no	4.75
23307	Sideswipe	Mid-Block	no	4.75
23308	Parked Car	Mid-Block	no	6.0
23309	Sideswipe	Mid-Block	no	8.47
23310	Parked Car	Mid-Block	no	10.53
23311	Angles	At Intersection	no	12.57
23312	Parked Car	Mid-Block	yes	15.0
23313	Parked Car	Mid-Block	no	15.33
23314	Angles	Mid-Block	no	15.52
23315	Angles	Mid-Block	no	17.75
23316	Left Turn	At Intersection	no	18.02
23317	Angles	At Intersection	no	18.28
23318	Right Turn	At Intersection	no	18.33
23319	Angles	At Intersection	no	18.68
23320	Angles	At Intersection	no	18.78
23321	Parked Car	Mid-Block	no	19.55
23322	Angles	At Intersection	no	19.83
23323	Parked Car	Driveway Junction	no	21.62
23324	Parked Car	Mid-Block	no	23.2
23325	Parked Car	Mid-Block	no	0.57
23326	Sideswipe	At Intersection	no	1.97
23327	Parked Car	Mid-Block	no	2.18
23328	Parked Car	Mid-Block	no	3.0
23329	Angles	At Intersection	no	6.87
23330	Parked Car	Mid-Block	no	9.0
23331	Sideswipe	Mid-Block	no	11.93
23332	Angles	At Intersection	no	11.95
23333	Cycles	Driveway Junction	no	12.0
23334	Angles	At Intersection	no	12.5
23335	Angles	At Intersection	no	12.62
23336	Angles	At Intersection	no	13.28
23337	Angles	At Intersection	no	14.38
23338	Parked Car	Mid-Block	no	15.02
23339	Angles	At Intersection	no	15.28
23340	Pedestrian	Mid-Block	yes	15.72
23341	Rear Ended	Mid-Block	no	16.78
23342	Left Turn	At Intersection	no	16.9
23343	Rear Ended	Mid-Block	no	17.65
23344	Parked Car	Mid-Block	no	18.0
23345	Parked Car	Mid-Block	no	18.37
23346	Parked Car	Mid-Block	no	18.43
23347	Angles	At Intersection	no	18.82
23348	Sideswipe	Mid-Block	no	20.4
23349	Parked Car	Mid-Block	no	21.12
23350	Sideswipe	Mid-Block	no	21.47
23351	Parked Car	Mid-Block	yes	7.87
23352	Parked Car	Mid-Block	no	8.33
23353	Rear Ended	Mid-Block	no	8.33
23354	Head On	Mid-Block	no	8.63
23355	Parked Car	Mid-Block	no	8.83
23356	Rear Ended	At Intersection	no	9.35
23357	Rear Ended	Mid-Block	no	11.7
23358	Rear Ended	Mid-Block	no	12.05
23359	Parked Car	Mid-Block	no	12.22
23360	Pedestrian	At Intersection	no	13.0
23361	Right Turn	At Intersection	no	13.3
23362	Rear Ended	Mid-Block	no	13.47
23363	Left Turn	At Intersection	no	13.48
23364	Sideswipe	Mid-Block	no	14.22
23365	Parked Car	Mid-Block	no	15.17
23366	Angles	At Intersection	no	15.25
23367	Angles	Mid-Block	yes	15.97
23368	Rear Ended	Mid-Block	yes	16.02
23369	Rear Ended	Mid-Block	no	16.25
23370	Rear Ended	Mid-Block	yes	16.8
23371	Parked Car	Mid-Block	no	16.8
23372	Rear Ended	At Intersection	yes	17.35
23373	Angles	At Intersection	no	17.95
23374	Parked Car	Mid-Block	yes	18.13
23375	Angles	At Intersection	no	18.42
23376	Sideswipe	Mid-Block	no	18.47
23377	Parked Car	Mid-Block	no	21.42
23378	Right Turn	At Intersection	no	21.65
23379	Parked Car	Mid-Block	no	5.42
23380	Pedestrian	At Intersection	no	7.15
23381	Parked Car	Mid-Block	no	8.0
23382	Rear Ended	Mid-Block	no	8.03
23383	Sideswipe	Mid-Block	yes	10.32
23384	Sideswipe	Mid-Block	no	10.42
23385	Parked Car	Mid-Block	no	11.5
23386	Parked Car	Mid-Block	no	11.67
23387	Angles	At Intersection	no	11.68
23388	Pedestrian	At Intersection	no	13.0
23389	Left Turn	At Intersection	no	13.32
23390	Parked Car	Mid-Block	no	13.5
23391	Sideswipe	Mid-Block	no	13.83
23392	Cycles	Driveway Junction	no	13.88
23393	Parked Car	Mid-Block	no	13.9
23394	Angles	At Intersection	no	15.58
23395	Parked Car	Mid-Block	no	15.62
23396	Angles	Mid-Block	yes	15.87
23397	Sideswipe	Mid-Block	no	16.63
23398	Pedestrian	At Intersection	no	17.67
23399	Parked Car	Mid-Block	no	18.0
23400	Angles	At Intersection	no	19.58
23401	Sideswipe	Mid-Block	no	20.0
23402	Angles	At Intersection	no	22.52
23403	Angles	At Intersection	no	23.6
23404	Parked Car	Mid-Block	yes	3.1
23405	Sideswipe	Mid-Block	no	6.48
23406	Angles	At Intersection	no	6.85
23407	Angles	At Intersection	no	6.88
23408	Angles	At Intersection	no	7.72
23409	Rear Ended	Mid-Block	no	7.87
23410	Angles	At Intersection	no	7.92
23411	Sideswipe	Mid-Block	no	8.22
23412	Rear Ended	Mid-Block	no	8.27
23413	Parked Car	Mid-Block	no	8.68
23414	Sideswipe	Mid-Block	no	9.12
23415	Left Turn	At Intersection	no	9.8
23416	Angles	At Intersection	no	12.08
23417	Sideswipe	Mid-Block	no	13.37
23418	Rear Ended	Mid-Block	no	13.75
23419	Left Turn	At Intersection	yes	14.42
23420	Right Turn	At Intersection	no	14.43
